species,tank,cage,individual,treatment,act.mm,head.width.mm,fish,act.avg,unique.ind,unique.cage.1
ensi,3,3,5,free.fish,354,2.512396,1,346.4615385,96,8
ensi,3,3,6,free.fish,484,1.695065,1,346.4615385,97,8
ensi,3,3,7,free.fish,378,1.917412,1,346.4615385,98,8
ensi,3,3,8,free.fish,154,2.17218,1,346.4615385,99,8
ensi,3,3,9,free.fish,281,2.423842,1,346.4615385,100,8
ensi,3,3,10,free.fish,353,1.388944,1,346.4615385,101,8
ensi,3,3,11,free.fish,394,2.613226,1,346.4615385,102,8
ensi,3,3,12,free.fish,306,2.138333,1,346.4615385,103,8
ensi,3,3,13,free.fish,245,1.761964,1,346.4615385,104,8
ensi,3,2,1,free.fish,359,2.061611,1,306.2142857,105,9
ensi,3,2,2,free.fish,217,2.085386,1,306.2142857,106,9
ensi,3,2,3,free.fish,241,2.024411,1,306.2142857,107,9
ensi,3,2,4,free.fish,315,2.19753,1,306.2142857,108,9
ensi,3,2,5,free.fish,410,2.45771,1,306.2142857,109,9
ensi,3,2,8,free.fish,283,2.202733,1,306.2142857,110,9
ensi,3,2,9,free.fish,392,2.643356,1,306.2142857,111,9
ensi,3,2,10,free.fish,178,2.120933,1,306.2142857,112,9
ensi,3,2,11,free.fish,91,1.653449,1,306.2142857,113,9
ensi,3,2,12,free.fish,367,2.393612,1,306.2142857,114,9
ensi,3,2,13,free.fish,419,2.010436,1,306.2142857,115,9
ensi,3,2,14,free.fish,207,2.470742,1,306.2142857,116,9
ensi,3,2,15,free.fish,471,2.229895,1,306.2142857,117,9
ensi,3,2,16,free.fish,337,1.697855,1,306.2142857,118,9
ensi,4,1,1,free.fish,423,2.440799,1,358.4,119,10
ensi,4,1,2,free.fish,345,2.848564,1,358.4,120,10
ensi,4,1,3,free.fish,371,2.462227,1,358.4,121,10
ensi,4,1,4,free.fish,238,2.428107,1,358.4,122,10
ensi,4,1,5,free.fish,290,2.090514,1,358.4,123,10
ensi,4,1,6,free.fish,416,2.032027,1,358.4,124,10
ensi,4,1,7,free.fish,402,2.73508,1,358.4,125,10
ensi,4,1,8,free.fish,455,2.604116,1,358.4,126,10
ensi,4,1,9,free.fish,310,2.507987,1,358.4,127,10
ensi,4,1,10,free.fish,377,2.575749,1,358.4,128,10
ensi,4,1,11,free.fish,377,1.679183,1,358.4,129,10
ensi,4,1,12,free.fish,430,2.72615,1,358.4,130,10
ensi,4,1,13,free.fish,211,1.843895,1,358.4,131,10
ensi,4,1,14,free.fish,380,1.671823,1,358.4,132,10
ensi,4,1,15,free.fish,351,1.322579,1,358.4,133,10
ensi,4,2,1,free.fish,447,2.609796,1,363.3571429,134,11
ensi,4,2,2,free.fish,409,2.086719,1,363.3571429,135,11
ensi,4,2,3,free.fish,434,2.287974,1,363.3571429,136,11
ensi,4,2,4,free.fish,312,2.397984,1,363.3571429,137,11
ensi,4,2,5,free.fish,218,2.351467,1,363.3571429,138,11
ensi,4,2,6,free.fish,435,2.260992,1,363.3571429,139,11
ensi,4,2,7,free.fish,323,2.621012,1,363.3571429,140,11
ensi,4,2,8,free.fish,360,2.19001,1,363.3571429,141,11
ensi,4,2,9,free.fish,397,2.548665,1,363.3571429,142,11
ensi,4,2,10,free.fish,404,2.465295,1,363.3571429,143,11
ensi,4,2,11,free.fish,347,1.971628,1,363.3571429,144,11
ensi,4,2,12,free.fish,297,2.525381,1,363.3571429,145,11
ensi,4,2,13,free.fish,480,1.904602,1,363.3571429,146,11
ensi,4,2,14,free.fish,224,1.992649,1,363.3571429,147,11
ensi,4,3,1,free.fish,312,2.72389,1,284.2857143,148,12
ensi,4,3,2,free.fish,198,2.260497,1,284.2857143,149,12
ensi,4,3,3,free.fish,385,1.832801,1,284.2857143,150,12
ensi,4,3,4,free.fish,338,2.536512,1,284.2857143,151,12
ensi,4,3,5,free.fish,285,2.546826,1,284.2857143,152,12
ensi,4,3,6,free.fish,342,2.22392,1,284.2857143,153,12
ensi,4,3,7,free.fish,237,2.308109,1,284.2857143,154,12
ensi,4,3,8,free.fish,106,2.397305,1,284.2857143,155,12
ensi,4,3,9,free.fish,322,2.243696,1,284.2857143,156,12
ensi,4,3,10,free.fish,291,1.717435,1,284.2857143,157,12
ensi,4,3,11,free.fish,290,1.558344,1,284.2857143,158,12
ensi,4,3,12,free.fish,246,2.012704,1,284.2857143,159,12
ensi,4,3,13,free.fish,219,1.528988,1,284.2857143,160,12
ensi,4,3,14,free.fish,409,2.269143,1,284.2857143,161,12
ensi,5,1,1,free.fish,462,2.468457,1,334.0833333,162,13
ensi,5,1,2,free.fish,277,1.791713,1,334.0833333,163,13
ensi,5,1,3,free.fish,297,2.465574,1,334.0833333,164,13
ensi,5,1,4,free.fish,397,2.417996,1,334.0833333,165,13
ensi,5,1,5,free.fish,347,2.534611,1,334.0833333,166,13
ensi,5,1,6,free.fish,334,2.267025,1,334.0833333,167,13
ensi,5,1,7,free.fish,293,2.607219,1,334.0833333,168,13
ensi,5,1,8,free.fish,136,1.838315,1,334.0833333,169,13
ensi,5,1,9,free.fish,422,2.125179,1,334.0833333,170,13
ensi,5,1,10,free.fish,503,2.188006,1,334.0833333,171,13
ensi,5,1,12,free.fish,22,1.819481,1,334.0833333,172,13
ensi,5,1,13,free.fish,519,1.504743,1,334.0833333,173,13
ensi,5,2,1,free.fish,359,2.671842,1,353.6,174,14
ensi,5,2,2,free.fish,434,2.507802,1,353.6,175,14
ensi,5,2,3,free.fish,257,1.643391,1,353.6,176,14
ensi,5,2,4,free.fish,403,2.205185,1,353.6,177,14
ensi,5,2,5,free.fish,389,2.788546,1,353.6,178,14
ensi,5,2,6,free.fish,334,2.156484,1,353.6,179,14
ensi,5,2,7,free.fish,426,2.513845,1,353.6,180,14
ensi,5,2,8,free.fish,424,2.518766,1,353.6,181,14
ensi,5,2,9,free.fish,325,2.486144,1,353.6,182,14
ensi,5,2,10,free.fish,226,1.970063,1,353.6,183,14
ensi,5,2,11,free.fish,268,2.474861,1,353.6,184,14
ensi,5,2,12,free.fish,414,1.6715,1,353.6,185,14
ensi,5,2,13,free.fish,374,2.651103,1,353.6,186,14
ensi,5,2,14,free.fish,348,2.059185,1,353.6,187,14
ensi,5,2,15,free.fish,323,1.676705,1,353.6,188,14
ensi,5,3,1,free.fish,347,2.530422,1,334.15,189,15
ensi,5,3,2,free.fish,337,2.044711,1,334.15,190,15
ensi,5,3,4,free.fish,199,2.39924,1,334.15,191,15
ensi,5,3,6,free.fish,328,2.654031,1,334.15,192,15
ensi,5,3,7,free.fish,422,2.04595,1,334.15,193,15
ensi,5,3,8,free.fish,280,2.6692,1,334.15,194,15
ensi,5,3,9,free.fish,140,2.085362,1,334.15,195,15
ensi,5,3,10,free.fish,326,2.80344,1,334.15,196,15
ensi,5,3,11,free.fish,422,2.036316,1,334.15,197,15
ensi,5,3,12,free.fish,360,2.520061,1,334.15,198,15
ensi,5,3,13,free.fish,440,2.756799,1,334.15,199,15
ensi,5,3,14,free.fish,519,2.018013,1,334.15,200,15
ensi,5,3,15,free.fish,125,1.804966,1,334.15,201,15
ensi,5,3,16,free.fish,412,2.542867,1,334.15,202,15
ensi,5,3,17,free.fish,340,2.524623,1,334.15,203,15
ensi,5,3,18,free.fish,419,2.045012,1,334.15,204,15
ensi,5,3,19,free.fish,395,2.045012,1,334.15,205,15
ensi,5,3,20,free.fish,99,1.885562,1,334.15,206,15
ensi,5,3,21,free.fish,338,2.21448,1,334.15,207,15
ensi,5,3,22,free.fish,435,2.514191,1,334.15,208,15
ensi,6,1,1,cage,162,2.051302,1,352.6666667,1,16
ensi,6,1,2,cage,487,2.201466,1,352.6666667,2,16
ensi,6,1,3,cage,412,2.360624,1,352.6666667,3,16
ensi,6,1,4,cage,349,2.67833,1,352.6666667,4,16
ensi,6,1,5,cage,405,2.800764,1,352.6666667,5,16
ensi,6,1,7,cage,413,2.342303,1,352.6666667,6,16
ensi,6,1,8,cage,311,1.469518,1,352.6666667,7,16
ensi,6,1,9,cage,355,2.077193,1,352.6666667,8,16
ensi,6,1,10,cage,280,2.535687,1,352.6666667,9,16
ensi,6,2,2,cage,465,2.687073,1,377,10,17
ensi,6,2,3,cage,462,2.396107,1,377,11,17
ensi,6,2,5,cage,264,2.31479,1,377,12,17
ensi,6,2,6,cage,317,2.062197,1,377,13,17
ensi,6,3,1,cage,262,2.673213,1,328.8888889,14,18
ensi,6,3,2,cage,349,2.692783,1,328.8888889,15,18
ensi,6,3,3,cage,294,1.989712,1,328.8888889,16,18
ensi,6,3,4,cage,416,2.563933,1,328.8888889,17,18
ensi,6,3,5,cage,350,2.694767,1,328.8888889,18,18
ensi,6,3,6,cage,215,1.910056,1,328.8888889,19,18
ensi,6,3,7,cage,454,1.78588,1,328.8888889,20,18
ensi,6,3,8,cage,399,1.830856,1,328.8888889,21,18
ensi,6,3,9,cage,221,1.762098,1,328.8888889,22,18
ensi,7,1,1,cage,457,2.114377,1,351.8333333,23,18
ensi,7,1,2,cage,447,2.371942,1,351.8333333,24,18
ensi,7,1,3,cage,359,1.213031,1,351.8333333,25,18
ensi,7,1,4,cage,453,2.565647,1,351.8333333,26,18
ensi,7,1,5,cage,388,2.074769,1,351.8333333,27,18
ensi,7,1,7,cage,370,2.599099,1,351.8333333,28,18
ensi,7,1,8,cage,447,1.755507,1,351.8333333,29,18
ensi,7,1,9,cage,191,2.096109,1,351.8333333,30,18
ensi,7,1,10,cage,249,2.15695,1,351.8333333,31,18
ensi,7,1,11,cage,371,2.689754,1,351.8333333,32,18
ensi,7,1,12,cage,265,2.16062,1,351.8333333,33,18
ensi,7,1,13,cage,240,2.469409,1,351.8333333,34,18
ensi,7,1,14,cage,288,2.201981,1,351.8333333,35,18
ensi,7,1,15,cage,501,2.267078,1,351.8333333,36,18
ensi,7,1,16,cage,440,2.510645,1,351.8333333,37,18
ensi,7,1,17,cage,320,1.896514,1,351.8333333,38,18
ensi,7,1,18,cage,239,2.198768,1,351.8333333,39,18
ensi,7,1,19,cage,308,1.662766,1,351.8333333,40,18
ensi,7,3,1,cage,369,2.118287,1,353.5294118,41,19
ensi,7,3,2,cage,439,2.240806,1,353.5294118,42,19
ensi,7,3,3,cage,335,2.007328,1,353.5294118,43,19
ensi,7,3,5,cage,356,2.849742,1,353.5294118,44,19
ensi,7,3,6,cage,274,2.696982,1,353.5294118,45,19
ensi,7,3,7,cage,261,2.08881,1,353.5294118,46,19
ensi,7,3,8,cage,452,2.605913,1,353.5294118,47,19
ensi,7,3,9,cage,313,1.965384,1,353.5294118,48,19
ensi,7,3,10,cage,206,2.040385,1,353.5294118,49,19
ensi,7,3,11,cage,284,1.641456,1,353.5294118,50,19
ensi,7,3,13,cage,360,2.034816,1,353.5294118,51,19
ensi,7,3,14,cage,472,2.560503,1,353.5294118,52,19
ensi,7,3,15,cage,401,2.364936,1,353.5294118,53,19
ensi,7,3,16,cage,523,2.23068,1,353.5294118,54,19
ensi,7,3,17,cage,245,1.799066,1,353.5294118,55,19
ensi,7,3,18,cage,272,1.893036,1,353.5294118,56,19
ensi,7,3,19,cage,448,1.594599,1,353.5294118,57,19
ensi,7,2,1,cage,391,2.369588,1,283.4117647,58,20
ensi,7,2,2,cage,259,2.142437,1,283.4117647,59,20
ensi,7,2,3,cage,327,2.538445,1,283.4117647,60,20
ensi,7,2,4,cage,229,2.225516,1,283.4117647,61,20
ensi,7,2,5,cage,211,2.068351,1,283.4117647,62,20
ensi,7,2,6,cage,213,1.783176,1,283.4117647,63,20
ensi,7,2,7,cage,331,2.482708,1,283.4117647,64,20
ensi,7,2,8,cage,141,2.280547,1,283.4117647,65,20
ensi,7,2,9,cage,410,2.471742,1,283.4117647,66,20
ensi,7,2,10,cage,359,2.216425,1,283.4117647,67,20
ensi,7,2,11,cage,284,2.233238,1,283.4117647,68,20
ensi,7,2,12,cage,281,2.137385,1,283.4117647,69,20
ensi,7,2,13,cage,423,2.119143,1,283.4117647,70,20
ensi,7,2,14,cage,214,1.708066,1,283.4117647,71,20
ensi,7,2,15,cage,233,1.909676,1,283.4117647,72,20
ensi,7,2,16,cage,127,2.206926,1,283.4117647,73,20
ensi,7,2,17,cage,385,2.107133,1,283.4117647,74,20
ensi,8,3,1,cage,246,2.828266,1,292.5,75,21
ensi,8,3,2,cage,341,2.894274,1,292.5,76,21
ensi,8,3,3,cage,269,2.50585,1,292.5,77,21
ensi,8,3,4,cage,292,2.149813,1,292.5,78,21
ensi,8,3,5,cage,105,2.535745,1,292.5,79,21
ensi,8,3,6,cage,371,2.636788,1,292.5,80,21
ensi,8,3,7,cage,512,2.613041,1,292.5,81,21
ensi,8,3,8,cage,202,1.920235,1,292.5,82,21
ensi,8,3,9,cage,324,2.362396,1,292.5,83,21
ensi,8,3,10,cage,332,2.095376,1,292.5,84,21
ensi,8,3,11,cage,233,1.66185,1,292.5,85,21
ensi,8,3,12,cage,235,2.034701,1,292.5,86,21
ensi,8,3,13,cage,194,2.688315,1,292.5,87,21
ensi,8,3,14,cage,243,2.052631,1,292.5,88,21
ensi,8,3,15,cage,306,2.44903,1,292.5,89,21
ensi,8,3,16,cage,475,2.642755,1,292.5,90,21
ensi,8,2,1,cage,430,2.296778,1,362.6875,91,22
ensi,8,2,3,cage,142,2.66331,1,362.6875,92,22
ensi,8,2,4,cage,280,2.212299,1,362.6875,93,22
ensi,8,2,5,cage,411,2.378257,1,362.6875,94,22
ensi,8,2,6,cage,398,2.605983,1,362.6875,95,22
ensi,8,2,7,cage,244,1.934868,1,362.6875,96,22
ensi,8,2,8,cage,466,2.378257,1,362.6875,97,22
ensi,8,2,9,cage,429,2.222998,1,362.6875,98,22
ensi,8,2,10,cage,357,2.027924,1,362.6875,99,22
ensi,8,2,11,cage,301,2.226249,1,362.6875,100,22
ensi,8,2,12,cage,376,2.206673,1,362.6875,101,22
ensi,8,2,13,cage,373,2.674387,1,362.6875,102,22
ensi,8,2,14,cage,445,2.65676,1,362.6875,103,22
ensi,8,2,15,cage,355,2.385488,1,362.6875,104,22
ensi,8,2,16,cage,437,1.66185,1,362.6875,105,22
ensi,8,2,17,cage,359,2.206143,1,362.6875,106,22
ensi,8,1,1,cage,397,1.848727,1,340.0714286,107,23
ensi,8,1,2,cage,357,1.950686,1,340.0714286,108,23
ensi,8,1,3,cage,285,2.198847,1,340.0714286,109,23
ensi,8,1,4,cage,346,2.661892,1,340.0714286,110,23
ensi,8,1,5,cage,249,2.629757,1,340.0714286,111,23
ensi,8,1,6,cage,423,2.236068,1,340.0714286,112,23
ensi,8,1,7,cage,385,1.993433,1,340.0714286,113,23
ensi,8,1,8,cage,513,2.409124,1,340.0714286,114,23
ensi,8,1,9,cage,340,2.488408,1,340.0714286,115,23
ensi,8,1,10,cage,312,2.43061,1,340.0714286,116,23
ensi,8,1,11,cage,359,1.919998,1,340.0714286,117,23
ensi,8,1,12,cage,166,1.944934,1,340.0714286,118,23
ensi,8,1,13,cage,207,2.305425,1,340.0714286,119,23
ensi,8,1,14,cage,422,1.680353,1,340.0714286,120,23
